,,total,male_0,female_0,male_1,female_1,male_2,female_2,male_3,female_3,male_4,female_4,male_5,female_5,male_6,female_6,male_7,female_7,male_8,female_8,male_9,female_9,male_10,female_10,male_11,female_11,male_12,female_12,male_13,female_13,male_14,female_14,male_15,female_15,male_16,female_16,male_17,female_17,male_18,female_18,male_19,female_19,male_20,female_20,male_21,female_21,male_22,female_22,male_23,female_23,male_24,female_24,male_25,female_25,male_26,female_26,male_27,female_27,male_28,female_28,male_29,female_29,male_30,female_30,male_31,female_31,male_32,female_32,male_33,female_33,male_34,female_34,male_35,female_35,male_36,female_36,male_37,female_37,male_38,female_38,male_39,female_39,male_40,female_40,male_41,female_41,male_42,female_42,male_43,female_43,male_44,female_44,male_45,female_45,male_46,female_46,male_47,female_47,male_48,female_48,male_49,female_49,male_50,female_50,male_51,female_51,male_52,female_52,male_53,female_53,male_54,female_54,male_55,female_55,male_56,female_56,male_57,female_57,male_58,female_58,male_59,female_59,male_60,female_60,male_61,female_61,male_62,female_62,male_63,female_63,male_64,female_64,male_65,female_65,male_66,female_66,male_67,female_67,male_68,female_68,male_69,female_69,male_70,female_70,male_71,female_71,male_72,female_72,male_73,female_73,male_74,female_74,male_75,female_75,male_76,female_76,male_77,female_77,male_78,female_78,male_79,female_79,male_80,female_80,male_81,female_81,male_82,female_82,male_83,female_83,male_84,female_84,male_85,female_85,male_86,female_86,male_87,female_87,male_88,female_88,male_89,female_89,male_90,female_90,male_91,female_91,male_92,female_92,male_93,female_93,male_94,female_94,male_95,female_95,male_96,female_96,male_97,female_97,male_98,female_98,male_99,female_99,male_100,female_100
2010,กรุงเทพมหานคร,5500663,0.004717431,0.004398379,0.005193919,0.004885229,0.005253367,0.004985399,0.005538969,0.005180466,0.0055846,0.005266092,0.005806936,0.005546968,0.006041635,0.005746216,0.006067632,0.005756033,0.006111445,0.005859657,0.006096356,0.005894199,0.006820087,0.006492126,0.006430316,0.006251065,0.006898078,0.006586479,0.007831783,0.007598902,0.008009944,0.007669439,0.00796304,0.007895775,0.007440558,0.007359476,0.007371293,0.007292212,0.007311482,0.007168045,0.007156955,0.006986794,0.006941163,0.00694589,0.007094781,0.006632473,0.007340206,0.006740097,0.00642668,0.00642868,0.006601204,0.006771366,0.00693171,0.007181862,0.00702988,0.00730421,0.007285667,0.007751429,0.007492551,0.008097569,0.007789606,0.008423712,0.008093206,0.008892019,0.008223918,0.009020367,0.007910137,0.008909108,0.008068118,0.009255066,0.00814829,0.009366325,0.007879596,0.009080178,0.007847236,0.009150352,0.007656713,0.008912017,0.007985765,0.00936269,0.00823937,0.009689377,0.008125748,0.009517216,0.007945042,0.009458133,0.008252642,0.009770459,0.008023215,0.009436317,0.00776161,0.009287244,0.008030487,0.009552303,0.008143382,0.00959957,0.007840509,0.009286517,0.007643079,0.00913599,0.007485461,0.008824209,0.007523093,0.009004187,0.007216221,0.008550424,0.006712282,0.00790632,0.00651976,0.007713252,0.006628655,0.007970857,0.006170347,0.007581268,0.005768032,0.006996066,0.005422619,0.006654289,0.005175558,0.006323601,0.004809602,0.006003822,0.004698161,0.005780212,0.00428312,0.005372807,0.003744458,0.004638895,0.003424133,0.004302936,0.003059631,0.003950433,0.002663861,0.003511031,0.002670951,0.003474308,0.002401892,0.003140531,0.002454795,0.003290694,0.002344081,0.003081992,0.001945947,0.002660225,0.002201553,0.003051269,0.001976671,0.002703492,0.001877228,0.002601686,0.001750153,0.002532967,0.001501819,0.002183555,0.001394014,0.002061388,0.001155679,0.001792511,0.001173131,0.00186523,0.000894256,0.001463642,0.000821174,0.001392923,0.000687372,0.001255121,0.000629015,0.001129137,0.000507393,0.000980245,0.000447582,0.000788632,0.000371046,0.000692644,0.0002976,0.000565023,0.000271058,0.000496667,0.000211065,0.000408314,0.000167798,0.00031069,0.000165616,0.000273967,9.58E-05,0.000186705,1.00E-04,0.000181614,8.51E-05,0.000165071,8.07E-05,0.000126712,5.60E-05,9.56E-05,5.58E-05,8.38E-05,3.60E-05,6.51E-05,3.05E-05,4.54E-05,3.87E-05,4.11E-05,3.09E-05,3.65E-05
2011,กรุงเทพมหานคร,5490713,0.004602135,0.004313283,0.004943802,0.004628907,0.005176741,0.004878419,0.005230286,0.004967661,0.005612204,0.005264344,0.005664474,0.005349396,0.005819463,0.005561755,0.006024536,0.00573696,0.005997946,0.005709641,0.006066972,0.005813271,0.006090648,0.005893224,0.006805491,0.006509355,0.006413557,0.006243998,0.006834449,0.006553065,0.007753091,0.007531809,0.007900978,0.007625057,0.007891143,0.007851986,0.007352233,0.007305062,0.007253339,0.007175207,0.007184495,0.007090882,0.007013479,0.006957202,0.007332927,0.006943907,0.007335841,0.00665633,0.006715157,0.006724992,0.006297543,0.006399351,0.006529935,0.006770523,0.00689619,0.007192691,0.007001094,0.007327099,0.007269366,0.007797166,0.007495384,0.008143933,0.007777314,0.008472852,0.008081464,0.008924706,0.008183819,0.009036531,0.007873841,0.008920153,0.008030469,0.009249801,0.008102955,0.009340499,0.00784379,0.00904928,0.007810825,0.00910665,0.007600106,0.008868976,0.007926839,0.00930116,0.008173984,0.009633539,0.008059245,0.009468716,0.007877848,0.009401147,0.008184365,0.009699287,0.007941227,0.009363811,0.007688619,0.0092172,0.007944506,0.009461977,0.00802883,0.009506416,0.007748174,0.009202266,0.00755166,0.009050919,0.007394122,0.00871854,0.007414338,0.008900301,0.00709835,0.008461925,0.006601146,0.007826852,0.006409004,0.007620686,0.006510994,0.00788495,0.006048941,0.007487916,0.00565901,0.00691422,0.005316432,0.006568546,0.005062002,0.006241084,0.004677352,0.005924185,0.004565163,0.005711098,0.004181606,0.005320256,0.003655991,0.004581919,0.003344192,0.004248082,0.002990322,0.003898583,0.002598387,0.003465488,0.002600027,0.003428152,0.002342319,0.003098505,0.002384572,0.003235645,0.002274204,0.003024562,0.001884273,0.002617329,0.002130324,0.002988501,0.001905217,0.002633902,0.001805776,0.002535736,0.001676285,0.002467075,0.001436608,0.002122129,0.001330064,0.001997373,0.001095486,0.001723456,0.001105685,0.001793756,0.000844153,0.001403461,0.000766931,0.001318954,0.000641629,0.00118582,0.000586809,0.001068896,0.000469884,0.000915364,0.000404865,0.00073087,0.000333472,0.000638533,0.000270639,0.000513048,0.000244231,0.000450215,0.00019105,0.000365708,0.000149889,0.000274828,0.000147158,0.000237856,8.58E-05,0.000160635,8.89E-05,0.000156628,7.54E-05,0.000140055,7.43E-05,0.000110368,5.08E-05,8.34E-05,5.03E-05,7.25E-05,3.22E-05,5.88E-05,2.86E-05,4.08E-05,3.64E-05,3.59E-05
2012,กรุงเทพมหานคร,5482017,0.004719978,0.004495426,0.004945078,0.004648472,0.004942341,0.004634061,0.005147376,0.004882145,0.005278896,0.005048324,0.005696808,0.005349673,0.005682762,0.005367368,0.005809541,0.005549782,0.005989766,0.005701734,0.006006183,0.005698268,0.006062002,0.005823769,0.006095749,0.005887067,0.00678327,0.006513661,0.00637156,0.006225993,0.006760833,0.006509101,0.007653935,0.00747608,0.007815189,0.007571301,0.007795488,0.007772687,0.007242042,0.007169624,0.007122743,0.007086808,0.007086443,0.007064735,0.007526244,0.006962766,0.00778053,0.006963678,0.006641898,0.00661636,0.006601585,0.006705014,0.006239309,0.006398557,0.006485022,0.006763022,0.006865356,0.007213221,0.006994323,0.007369733,0.007249157,0.007826316,0.007463676,0.008173816,0.007736204,0.008506358,0.008062179,0.008935215,0.0081439,0.009040651,0.00785149,0.008922993,0.007983193,0.009214127,0.008044302,0.009274871,0.007777247,0.009007634,0.007735656,0.009041015,0.007528433,0.008816098,0.007861887,0.00924386,0.008099391,0.009569653,0.007976626,0.009414965,0.007801691,0.009321204,0.008093554,0.009607048,0.007851672,0.009277607,0.007606142,0.009123467,0.00783489,0.009379212,0.00793011,0.00940475,0.007635328,0.009102489,0.007435949,0.008959658,0.007262838,0.00862511,0.007303881,0.008792384,0.006980825,0.008369,0.00648338,0.007726171,0.006296952,0.007543756,0.006397828,0.007783084,0.005920449,0.007389616,0.0055496,0.006827961,0.005190973,0.006483198,0.004930302,0.006164884,0.004563649,0.00584803,0.004457848,0.005643726,0.004079885,0.005251534,0.003574779,0.004533003,0.003272153,0.00419809,0.002922647,0.003847124,0.002532827,0.003411153,0.002530638,0.003381602,0.002279453,0.003052344,0.002309916,0.003178939,0.002195542,0.002969892,0.001818126,0.00256329,0.002058914,0.002918816,0.001829983,0.002560736,0.001733851,0.002461685,0.001600323,0.002395286,0.001367198,0.002048516,0.001260485,0.001926116,0.001038122,0.001648481,0.001037209,0.001714697,0.000791132,0.001337829,0.000711417,0.001247898,0.00059376,0.001110905,0.000534475,0.000998902,0.000424661,0.000846404,0.000365012,0.000670009,0.000304632,0.000583727,0.00023951,0.000464245,0.000217438,0.000400035,0.000170558,0.000326522,0.00013298,0.000242794,0.000130974,0.000207223,7.64E-05,0.000139182,8.03E-05,0.000136993,6.62E-05,0.000119664,6.60E-05,9.54E-05,4.65E-05,7.10E-05,4.60E-05,6.46E-05,2.92E-05,5.20E-05,2.65E-05,3.59E-05
2013,กรุงเทพมหานคร,5491038,0.004393705,0.004092122,0.005139283,0.00489707,0.004957715,0.004702754,0.004952069,0.004639196,0.005205209,0.00494351,0.005358914,0.005121436,0.005708028,0.005370387,0.00567634,0.005360371,0.005792165,0.005525731,0.005978287,0.00569182,0.006010703,0.005700015,0.006055504,0.005844432,0.00606206,0.005887958,0.006724594,0.006486934,0.00630318,0.00618262,0.006670688,0.006463441,0.007566147,0.0074088,0.007708379,0.00748547,0.007652469,0.007610037,0.007103211,0.007056771,0.007037649,0.007044934,0.007763742,0.007049669,0.0079393,0.006969903,0.006881213,0.006921824,0.00653137,0.006610772,0.006571435,0.006709114,0.006202288,0.006409535,0.006465991,0.006788334,0.006860269,0.007237976,0.006979008,0.007432839,0.007247992,0.007868093,0.007445951,0.008234509,0.007711839,0.008541737,0.008024894,0.008972803,0.008123601,0.009060218,0.007824568,0.008925635,0.007962975,0.009192433,0.007994299,0.009235048,0.007718213,0.008965518,0.007676326,0.008985369,0.007469262,0.008775754,0.007782317,0.009176953,0.008011782,0.009490191,0.007891404,0.009339582,0.007726772,0.00924379,0.008003769,0.009504942,0.007762285,0.009200446,0.007499311,0.009032901,0.007729504,0.009284037,0.007825114,0.009290957,0.007528267,0.009007769,0.007297345,0.0088486,0.007148739,0.00850932,0.007161305,0.008673952,0.006868282,0.008257819,0.006348709,0.00761805,0.006135816,0.007392956,0.00591655,0.007126886,0.005436677,0.006742077,0.005415552,0.006819658,0.005046223,0.006294074,0.004742273,0.006030736,0.004519,0.005835509,0.004284436,0.00549896,0.004052968,0.005261665,0.003562896,0.004649758,0.003188104,0.004117801,0.002832251,0.003753571,0.002584029,0.003483859,0.002454181,0.003333796,0.002341452,0.003161333,0.002134933,0.00294152,0.002150959,0.003015277,0.001818782,0.002513186,0.001911114,0.00277616,0.001812044,0.002598052,0.001666716,0.002398089,0.00156291,0.002322694,0.001323429,0.002090497,0.001219077,0.001902555,0.001079031,0.001680921,0.000995804,0.001647958,0.000804037,0.001402649,0.000705331,0.001209061,0.000589688,0.001100703,0.00051411,0.000966484,0.000423235,0.000851023,0.000350389,0.000688941,0.00029448,0.000561096,0.00023165,0.000459294,0.000197413,0.000384991,0.00015844,0.000311052,0.000125295,0.000239299,0.000113093,0.000185211,9.12E-05,0.000144235,6.37E-05,0.0001171,6.72E-05,0.000100892,5.72E-05,9.16E-05,4.43E-05,7.32E-05,4.33E-05,5.70E-05,3.35E-05,4.75E-05
2014,กรุงเทพมหานคร,5491038,0.004393705,0.004092122,0.005139283,0.00489707,0.004957715,0.004702754,0.004952069,0.004639196,0.005205209,0.00494351,0.005358914,0.005121436,0.005708028,0.005370387,0.00567634,0.005360371,0.005792165,0.005525731,0.005978287,0.00569182,0.006010703,0.005700015,0.006055504,0.005844432,0.00606206,0.005887958,0.006724594,0.006486934,0.00630318,0.00618262,0.006670688,0.006463441,0.007566147,0.0074088,0.007708379,0.00748547,0.007652469,0.007610037,0.007103211,0.007056771,0.007037649,0.007044934,0.007763742,0.007049669,0.0079393,0.006969903,0.006881213,0.006921824,0.00653137,0.006610772,0.006571435,0.006709114,0.006202288,0.006409535,0.006465991,0.006788334,0.006860269,0.007237976,0.006979008,0.007432839,0.007247992,0.007868093,0.007445951,0.008234509,0.007711839,0.008541737,0.008024894,0.008972803,0.008123601,0.009060218,0.007824568,0.008925635,0.007962975,0.009192433,0.007994299,0.009235048,0.007718213,0.008965518,0.007676326,0.008985369,0.007469262,0.008775754,0.007782317,0.009176953,0.008011782,0.009490191,0.007891404,0.009339582,0.007726772,0.00924379,0.008003769,0.009504942,0.007762285,0.009200446,0.007499311,0.009032901,0.007729504,0.009284037,0.007825114,0.009290957,0.007528267,0.009007769,0.007297345,0.0088486,0.007148739,0.00850932,0.007161305,0.008673952,0.006868282,0.008257819,0.006348709,0.00761805,0.006135816,0.007392956,0.00591655,0.007126886,0.005436677,0.006742077,0.005415552,0.006819658,0.005046223,0.006294074,0.004742273,0.006030736,0.004519,0.005835509,0.004284436,0.00549896,0.004052968,0.005261665,0.003562896,0.004649758,0.003188104,0.004117801,0.002832251,0.003753571,0.002584029,0.003483859,0.002454181,0.003333796,0.002341452,0.003161333,0.002134933,0.00294152,0.002150959,0.003015277,0.001818782,0.002513186,0.001911114,0.00277616,0.001812044,0.002598052,0.001666716,0.002398089,0.00156291,0.002322694,0.001323429,0.002090497,0.001219077,0.001902555,0.001079031,0.001680921,0.000995804,0.001647958,0.000804037,0.001402649,0.000705331,0.001209061,0.000589688,0.001100703,0.00051411,0.000966484,0.000423235,0.000851023,0.000350389,0.000688941,0.00029448,0.000561096,0.00023165,0.000459294,0.000197413,0.000384991,0.00015844,0.000311052,0.000125295,0.000239299,0.000113093,0.000185211,9.12E-05,0.000144235,6.37E-05,0.0001171,6.72E-05,0.000100892,5.72E-05,9.16E-05,4.43E-05,7.32E-05,4.33E-05,5.70E-05,3.35E-05,4.75E-05
2015,กรุงเทพมหานคร,5486910,0.004140582,0.003934273,0.004669477,0.004372771,0.004806895,0.004467724,0.005164291,0.004952879,0.005044734,0.004811634,0.00506952,0.004765706,0.005308088,0.005042182,0.005401765,0.005173586,0.005689541,0.005350552,0.005624842,0.005329411,0.005763535,0.005522052,0.005973307,0.005698654,0.005984425,0.005709407,0.005980962,0.005806182,0.005950161,0.005820398,0.006590048,0.006407067,0.006154101,0.006093229,0.006515871,0.00634984,0.007331267,0.007233033,0.007446085,0.007269301,0.00744244,0.007471418,0.007535389,0.007023808,0.008084514,0.007036018,0.007085226,0.007047318,0.006846476,0.00691391,0.00673512,0.006936873,0.006476869,0.006622124,0.006556331,0.00674314,0.006185266,0.006453541,0.006478692,0.006882198,0.006868893,0.007358604,0.006983165,0.007557077,0.007249982,0.007990107,0.007427131,0.00836099,0.007692854,0.008629083,0.007992477,0.009038785,0.008054442,0.00905865,0.007744432,0.00889918,0.007887682,0.009118429,0.007895701,0.009148683,0.007586784,0.008877128,0.007559264,0.008883871,0.007356053,0.008666262,0.007651301,0.009052818,0.007865265,0.009352258,0.00772894,0.009193335,0.007598266,0.0090869,0.007827356,0.009352805,0.007616491,0.009022018,0.007320878,0.008864552,0.007561633,0.009106036,0.007642917,0.00913465,0.007324523,0.008829742,0.007105274,0.008662253,0.00693013,0.008331101,0.00694471,0.008493487,0.006649644,0.008075401,0.006135694,0.007459936,0.005906421,0.007234491,0.00570485,0.006995376,0.005188166,0.006615016,0.005143879,0.006649827,0.004788123,0.00613861,0.004520759,0.005899131,0.00431846,0.005696102,0.004107594,0.005348365,0.003860461,0.005122738,0.003406836,0.004528049,0.003027752,0.004011912,0.002681291,0.003646861,0.002450924,0.003374395,0.002322619,0.003217111,0.002198141,0.003051991,0.001997664,0.002829644,0.002002584,0.002891427,0.001686924,0.002392786,0.001759278,0.00263427,0.001661955,0.002451289,0.001517976,0.002252269,0.001415733,0.002162966,0.001191563,0.001930048,0.001083852,0.001745974,0.000947528,0.001517065,0.000867701,0.001490456,0.000701123,0.001254076,0.000607081,0.001073828,0.000493538,0.000954089,0.000419908,0.000828153,0.000353204,0.000718984,0.000284131,0.000566257,0.000234741,0.000449798,0.000180612,0.000361041,0.000154914,0.000301809,0.000124478,0.000233647,0.000100968,0.00018207,9.04E-05,0.00013924,6.98E-05,0.00010443,5.34E-05,8.73E-05,5.72E-05,7.69E-05,4.98E-05,7.09E-05,4.03E-05,5.32E-05
2016,กรุงเทพมหานคร,5480420,0.00400316,0.00376723,0.004421376,0.004214276,0.004702194,0.004401852,0.004805654,0.004493634,0.005215841,0.005030089,0.005105266,0.004888494,0.005084647,0.004792151,0.005311454,0.005056182,0.005366377,0.005154349,0.005686243,0.00534959,0.005638254,0.005341196,0.005761967,0.005534612,0.005957938,0.005693907,0.005943705,0.005686425,0.00593148,0.005780031,0.005897541,0.005797548,0.006519208,0.006361556,0.006075264,0.006046617,0.006419216,0.006252076,0.007258933,0.007164597,0.007355641,0.007250357,0.008064893,0.007469501,0.007926582,0.007054934,0.007042161,0.007027564,0.006965889,0.007042708,0.006842359,0.006921915,0.006752402,0.006979392,0.006485087,0.006663175,0.006562271,0.006799479,0.006210838,0.006520303,0.006485087,0.006954212,0.006883232,0.007435197,0.006995449,0.007637006,0.007260028,0.008058324,0.007428628,0.008400451,0.007687002,0.008667036,0.007978586,0.009027775,0.008010153,0.009054416,0.007710358,0.008897128,0.007828597,0.009090179,0.007837173,0.009110798,0.007550334,0.008828703,0.007504352,0.008835089,0.007318782,0.008611019,0.007587192,0.008992194,0.007801592,0.009279581,0.007656712,0.009123753,0.007528985,0.009000588,0.00773937,0.009268998,0.007523876,0.008953693,0.007238314,0.00877159,0.007464574,0.009023578,0.007536831,0.009049671,0.00720401,0.008737651,0.007012419,0.008572336,0.006828856,0.008240609,0.00682174,0.008400269,0.006529609,0.007986979,0.006025086,0.007381004,0.005771638,0.007171166,0.005564537,0.006930673,0.005065305,0.006540375,0.005023703,0.006582707,0.004681758,0.006076724,0.004424478,0.005829298,0.004224859,0.005632415,0.004008634,0.005278428,0.003765222,0.005049978,0.003321096,0.004467906,0.002954336,0.003942581,0.002598159,0.003589141,0.002382482,0.003314345,0.002257126,0.003154868,0.002131406,0.002991012,0.001926677,0.002767671,0.001925947,0.002821864,0.001623598,0.00232172,0.001685455,0.00255984,0.001584003,0.002377737,0.001436204,0.002169177,0.001335664,0.002083964,0.001119257,0.001837085,0.001016345,0.001661004,0.000881867,0.001432007,0.000806325,0.001409928,0.000647943,0.00117491,0.000555797,0.000994632,0.000445951,0.000870189,0.000378803,0.000752132,0.000315487,0.000645206,0.00025436,0.00050945,0.000204546,0.00039559,0.000156192,0.000312932,0.000137763,0.000263848,0.000110758,0.000200167,8.76E-05,0.000157287,8.30E-05,0.000116597,6.44E-05,8.83E-05,5.02E-05,7.39E-05,5.33E-05,6.62E-05,4.69E-05,6.28E-05
2017,กรุงเทพมหานคร,5468998,0.003888829,0.003722071,0.004289634,0.004040777,0.004443593,0.004235145,0.004708541,0.004433719,0.004856648,0.004543611,0.005265864,0.005086855,0.005145915,0.004907663,0.005087221,0.004801977,0.005293291,0.005030172,0.005351072,0.005146464,0.005682028,0.005366431,0.005645641,0.005361494,0.005731032,0.005528069,0.005928325,0.00567636,0.005893767,0.005652589,0.005874019,0.005745659,0.00582593,0.005762664,0.00643372,0.006313771,0.005994151,0.005952644,0.006347781,0.006191993,0.007165664,0.007126717,0.007973673,0.007240449,0.008501557,0.007486746,0.007075885,0.007027247,0.006943868,0.007012253,0.006934177,0.007046812,0.006829039,0.006950451,0.006754437,0.007003111,0.006482357,0.006708176,0.00659225,0.006844032,0.006229478,0.00657945,0.006494243,0.007009511,0.006880054,0.007518013,0.006997808,0.007679286,0.007249408,0.008082285,0.007422018,0.008445057,0.007685503,0.008669778,0.007965444,0.009020482,0.007968736,0.009054127,0.007666852,0.008871826,0.007790092,0.009059612,0.007784607,0.009076983,0.007505397,0.008770711,0.007444691,0.008789727,0.007253248,0.008571588,0.007518745,0.008940943,0.007732861,0.009230393,0.007582559,0.009064,0.007458039,0.008944234,0.007659721,0.009195652,0.0074414,0.008872923,0.007152681,0.008683126,0.007379231,0.008942589,0.0074414,0.008960325,0.007109529,0.008659722,0.006916441,0.00848437,0.006709273,0.008153779,0.006691902,0.008309749,0.00639331,0.007897608,0.005899984,0.007320354,0.005622419,0.007115929,0.005415252,0.00685738,0.004945147,0.006465353,0.004917354,0.006513807,0.004571038,0.006021761,0.004327849,0.00576431,0.004127996,0.005567565,0.003918085,0.005217409,0.003677273,0.004987385,0.003230756,0.004413423,0.002869264,0.003889561,0.00252624,0.003535383,0.002313769,0.003263303,0.002189981,0.003096911,0.002054855,0.002938015,0.001853356,0.002710186,0.001847139,0.00275023,0.001555495,0.002260743,0.001615104,0.002490036,0.001509052,0.002303347,0.001368806,0.002091974,0.001258,0.001997075,0.001057415,0.001756812,0.000949717,0.001576706,0.000815872,0.001349607,0.000750595,0.00131962,0.000588408,0.001093253,0.000505577,0.00092101,0.00040245,0.000804169,0.000341379,0.000680929,0.000283233,0.000583288,0.000224538,0.000449625,0.000178643,0.000342659,0.000138965,0.000274456,0.000122874,0.000225453,9.58E-05,0.000174072,7.77E-05,0.000138599,7.42E-05,9.86E-05,6.02E-05,7.72E-05,4.61E-05,6.55E-05,4.97E-05,5.98E-05
2018,กรุงเทพมหานคร,5459005,0.003665137,0.003486716,0.004194171,0.004008789,0.004302616,0.004061729,0.004440736,0.004254255,0.004763139,0.004480487,0.004915731,0.004597358,0.005304447,0.005117966,0.005163945,0.004924707,0.005063743,0.004779626,0.005282281,0.005031686,0.005374789,0.005163762,0.005693345,0.005401167,0.005631063,0.005362882,0.005702321,0.005508513,0.005894664,0.005652495,0.005838243,0.005624102,0.005829267,0.005709649,0.005754345,0.005729249,0.006362332,0.006231172,0.00594852,0.005913349,0.006282464,0.006169806,0.008107521,0.007115216,0.008382846,0.007256267,0.007544782,0.007472058,0.006995231,0.00700897,0.006937345,0.007011351,0.006916096,0.007069603,0.006835312,0.006989552,0.006778525,0.007037913,0.006507413,0.006753062,0.00662465,0.006896678,0.006232454,0.00662062,0.006520785,0.007059345,0.006871032,0.00756658,0.007000726,0.00771331,0.007241246,0.008111185,0.007409958,0.008475171,0.007672644,0.008689862,0.007926719,0.009012265,0.007951083,0.009028202,0.007618238,0.008850148,0.00773401,0.00902289,0.00773456,0.009015196,0.007462166,0.008718255,0.007392922,0.008729246,0.007202045,0.008515288,0.007464547,0.008882754,0.007668797,0.009161926,0.007512908,0.008991748,0.007378084,0.008867367,0.007573725,0.009111001,0.007343646,0.008779256,0.007060261,0.008588561,0.007274036,0.00884282,0.007341265,0.008867916,0.006999994,0.008568778,0.006787501,0.008400615,0.006578122,0.008055864,0.006555041,0.008218531,0.006254986,0.007831281,0.005774862,0.007244727,0.005469129,0.007026006,0.005285762,0.00678402,0.004832566,0.006409227,0.004811133,0.00644623,0.004476274,0.005955847,0.004235937,0.005705985,0.004036267,0.005501918,0.003813149,0.005160098,0.003584536,0.004925806,0.003145995,0.00435061,0.002785123,0.003835131,0.002460888,0.003470413,0.002243266,0.003201316,0.00211632,0.003043229,0.00198516,0.002875432,0.001778712,0.002655795,0.001776881,0.002678693,0.001481589,0.002194173,0.001540024,0.002418939,0.001435793,0.002218903,0.001294741,0.002011172,0.00118648,0.001908956,0.000996335,0.001672283,0.000887341,0.001490565,0.000752335,0.001269828,0.000694998,0.001234108,0.000537094,0.001008059,0.000457043,0.000851071,0.000369115,0.000728704,0.000303902,0.000614581,0.000252977,0.000524638,0.000201319,0.000398791,0.000156622,0.000301887,0.000123099,0.000238505,0.000109727,0.000193808,8.52E-05,0.000148012,7.20E-05,0.00012255,6.80E-05,8.79E-05,5.70E-05,6.67E-05,4.27E-05,5.66E-05
2019,กรุงเทพมหานคร,5500663,0.004717431,0.004398379,0.005193919,0.004885229,0.005253367,0.004985399,0.005538969,0.005180466,0.0055846,0.005266092,0.005806936,0.005546968,0.006041635,0.005746216,0.006067632,0.005756033,0.006111445,0.005859657,0.006096356,0.005894199,0.006820087,0.006492126,0.006430316,0.006251065,0.006898078,0.006586479,0.007831783,0.007598902,0.008009944,0.007669439,0.00796304,0.007895775,0.007440558,0.007359476,0.007371293,0.007292212,0.007311482,0.007168045,0.007156955,0.006986794,0.006941163,0.00694589,0.007094781,0.006632473,0.007340206,0.006740097,0.00642668,0.00642868,0.006601204,0.006771366,0.00693171,0.007181862,0.00702988,0.00730421,0.007285667,0.007751429,0.007492551,0.008097569,0.007789606,0.008423712,0.008093206,0.008892019,0.008223918,0.009020367,0.007910137,0.008909108,0.008068118,0.009255066,0.00814829,0.009366325,0.007879596,0.009080178,0.007847236,0.009150352,0.007656713,0.008912017,0.007985765,0.00936269,0.00823937,0.009689377,0.008125748,0.009517216,0.007945042,0.009458133,0.008252642,0.009770459,0.008023215,0.009436317,0.00776161,0.009287244,0.008030487,0.009552303,0.008143382,0.00959957,0.007840509,0.009286517,0.007643079,0.00913599,0.007485461,0.008824209,0.007523093,0.009004187,0.007216221,0.008550424,0.006712282,0.00790632,0.00651976,0.007713252,0.006628655,0.007970857,0.006170347,0.007581268,0.005768032,0.006996066,0.005422619,0.006654289,0.005175558,0.006323601,0.004809602,0.006003822,0.004698161,0.005780212,0.00428312,0.005372807,0.003744458,0.004638895,0.003424133,0.004302936,0.003059631,0.003950433,0.002663861,0.003511031,0.002670951,0.003474308,0.002401892,0.003140531,0.002454795,0.003290694,0.002344081,0.003081992,0.001945947,0.002660225,0.002201553,0.003051269,0.001976671,0.002703492,0.001877228,0.002601686,0.001750153,0.002532967,0.001501819,0.002183555,0.001394014,0.002061388,0.001155679,0.001792511,0.001173131,0.00186523,0.000894256,0.001463642,0.000821174,0.001392923,0.000687372,0.001255121,0.000629015,0.001129137,0.000507393,0.000980245,0.000447582,0.000788632,0.000371046,0.000692644,0.0002976,0.000565023,0.000271058,0.000496667,0.000211065,0.000408314,0.000167798,0.00031069,0.000165616,0.000273967,9.58E-05,0.000186705,1.00E-04,0.000181614,8.51E-05,0.000165071,8.07E-05,0.000126712,5.60E-05,9.56E-05,5.58E-05,8.38E-05,3.60E-05,6.51E-05,3.05E-05,4.54E-05,3.87E-05,4.11E-05,3.09E-05,3.65E-05
